Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SF1CC2CA,2018.03,530.018,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2018.09,541.341,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2019.03,527.25,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2019.09,524.132,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2020.03,444.847,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC2CA,2020.09,503.119,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC3CA,2016.09,2216.005,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC3CA,2017.03,2063.277,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC3CA,2017.09,2279.911,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC3CA,2018.03,2229.447,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC3CA,2018.09,2449.281,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC3CA,2019.03,2175.696,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC3CA,2019.09,2409.721,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC3CA,2020.03,2247.182,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC3CA,2020.09,2421.896,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC4CA,2016.09,382.97,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Printing,Current prices,Unadjusted,
BDCQ.SF1CC4CA,2017.03,339.726,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Printing,Current prices,Unadjusted,
BDCQ.SF1CC4CA,2017.09,379.748,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Printing,Current prices,Unadjusted,
BDCQ.SF1CC4CA,2018.03,345.957,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Printing,Current prices,Unadjusted,
BDCQ.SF1CC4CA,2018.09,385.258,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Printing,Current prices,Unadjusted,
BDCQ.SF1CC4CA,2019.03,345.4,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Printing,Current prices,Unadjusted,
BDCQ.SF1CC4CA,2019.09,386.209,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Printing,Current prices,Unadjusted,
BDCQ.SF1CC4CA,2020.03,327.183,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Printing,Current prices,Unadjusted,
BDCQ.SF1CC4CA,2020.09,353.746,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Printing,Current prices,Unadjusted,
BDCQ.SF1CC5CA,2016.09,3957.477,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC5CA,2017.03,4505.752,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC5CA,2017.09,4205.956,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC5CA,2018.03,4827.727,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC5CA,2018.09,5088.738,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC5CA,2019.03,4657.027,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC5CA,2019.09,4587.091,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC5CA,2020.03,4501.587,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC5CA,2020.09,3963.073,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC6CA,2016.09,916.132,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC6CA,2017.03,834.766,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC6CA,2017.09,933.792,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC6CA,2018.03,818.395,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC6CA,2018.09,956.138,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC6CA,2019.03,874.952,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC6CA,2019.09,955.735,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC6CA,2020.03,860.444,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC6CA,2020.09,1033.746,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2016.09,2498.432,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2017.03,2362.348,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2017.09,2745.004,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2018.03,2520.431,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2018.09,2928.06,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2019.03,2642.363,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2019.09,3041.137,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2020.03,2599.168,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC7CA,2020.09,3070.947,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Metal Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC8CA,2016.09,2921.187,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2017.03,2585.31,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2017.09,3150.819,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2018.03,2827.124,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2018.09,3337.87,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2019.03,2939.344,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2019.09,3426.489,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2020.03,3038.73,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2020.09,3319.364,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC9CA,2016.09,510.192,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2017.03,463.208,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2017.09,480.246,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2018.03,465.71,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2018.09,493.295,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2019.03,489.24,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2019.09,574.399,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2020.03,507.358,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2020.09,656.503,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1DD1CA,2016.09,4501.018,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2017.03,3959.543,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2017.09,5288.065,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2018.03,4601.996,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2018.09,5165.815,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2019.03,4952.943,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2019.09,5564.597,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2020.03,4626.406,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2020.09,5800.676,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1EE1CA,2016.09,13419.541,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2017.03,13367.602,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2017.09,14890.877,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2018.03,14111.011,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2018.09,16459.025,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2019.03,15357.359,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2019.09,17769.074,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2020.03,16964.326,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2020.09,19354.6,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2016.09,23994.212,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2017.03,23310.026,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2017.09,25475.251,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2018.03,24728.334,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2018.09,27695.288,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2019.03,26038.196,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2019.09,28155.644,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2020.03,26520.993,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2020.09,29780.707,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2017.12,21112.477,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2018.06,19160.244,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2018.12,21992.054,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2019.06,19810.531,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2019.12,22705.92,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2020.06,17775.1,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2017.09,3570.189,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2018.03,4131.369,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2018.09,3658.582,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2019.03,4288.873,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2019.09,3898.683,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2020.03,4153.621,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2020.09,3695.481,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1II1CA,2016.09,7258.294,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
